消耗性资产名称,编码,名称,商家/厂家/品牌,批号/编号/标识,规格型号,批次备注,验检入库编号,有效期至,来源,入库总量,入库单位,领用要求,入库备注,房间名称,箱柜屉架,隔板层数,领用出库编号,出库数量,出库单位,出库备注,库存数量,单位,备注说明1,备注说明2
比重计,J4,玻璃仪器,南通诚记化工,,0.9-1.0,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
比重计,J4,玻璃仪器,南通诚记化工,,1.5-1.6,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
比重计,J4,玻璃仪器,南通诚记化工,,1.6-1.7,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
比重计,J4,玻璃仪器,南通诚记化工,,1.7-1.8,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
密度计,J4,玻璃仪器,南通诚记化工,,0.8-0.9,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
密度计,J4,玻璃仪器,南通诚记化工,,1.3-1.4,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
密度计,J4,玻璃仪器,南通诚记化工,,1.4-1.5,,,,购置,1,个,常规,,,J-03,3,,,个,,1,个,,
水银温度计,J4,玻璃仪器,,,0~100℃,,,,购置,1,根,常规,,,J-03,3,,,根,,1,根,,
水银温度计,J4,玻璃仪器,,,­50~50℃,,,,购置,1,根,常规,,,J-03,3,,,根,,1,根,,
水银温度计,J4,玻璃仪器,南通诚记化工,,0-300℃,,,,购置,6,根,常规,,,J-03,3,,,根,,6,根,,
盖玻片,J4,玻璃仪器,南通诚记化工,,24*24mm，100片/盒,,,,购置,21,盒,常规,,,J-07,4,MYM-201027-KAP-J4-003,4,盒,,17,盒,,
载玻片,J4,玻璃仪器,南通诚记化工,,磨砂边，25.4*76.2mm，50片/盒,,,,购置,16,盒,常规,,,J-07,4,,,盒,,16,盒,,
玻璃注射器（无针头）,J4,玻璃仪器,南通诚记化工,,1ml,,,,购置,6,个,常规,,,J-03,3,,,个,,6,个,,
玻璃注射器（无针头）,J4,玻璃仪器,南通诚记化工,,5ml,,,,购置,16,个,常规,,,J-03,3,,,个,,16,个,,
玻璃注射器（无针头）,J4,玻璃仪器,南通诚记化工,,10ml,,,,购置,11,个,常规,,,J-03,3,,,个,,11,个,,
玻璃注射器（无针头）,J4,玻璃仪器,南通诚记化工,,50ml,,,,购置,5,个,常规,,,J-03,3,,,个,,5,个,,
棕色U形多孔玻璃吸收管,J4,玻璃仪器,,,75ml,,LYG-190710-MYM-JC04-003,,购置,60,只,常规,,,J-02,2,MYM-210506-QJW-J4-008;MYM-210520-QJW-J4-020,16,只,,44,只,,
石英比色皿,J4,玻璃仪器,,,30㎜,,LYG-191028-MYM-JC04-001,,购置,2,只,常规,,,J-02,3,MYM-191028-SHY-JC04-001；MYM-211110-LJ-J4-014,2,只,,,只,,
玻璃漏斗,J4,玻璃仪器,,,90㎜,,LYG-191107-MYM-JC04-001,,购置,30,只,常规,,,J-06,4,,,只,,30,只,,
微量进样器,J4,玻璃仪器,,,10微升,,LYG-191216-MYM-JC04-001,,购置,5,根,常规,,,J-08,3,MYM-191216-SCL-JC04-001；MYM-200616-SCL-J6-003;MYM-2009027-SCL-J4-003,4,根,,1,根,,
微量进样器,J4,玻璃仪器,,,50微升,,LYG-191216-MYM-JC04-002,,购置,3,根,常规,,,J-08,3,,,根,,3,根,,
臭气采样瓶,J4,玻璃仪器,,,10L，玻璃,,,,购置,9,只,常规,,,105,,WYH-251122-YZH-J4-001,9,只,,,只,,
氮氧化物采样管,J4,玻璃仪器,,,,刘静安提供,LJA-200314-MYM-J4-001；WYH-251119-WYH-J4-003,,返还,24,支,常规,,,J-02,4,,,支,,24,支,,2025.11.19日返还入库6个
棕色广口瓶,J4,玻璃仪器,,,1000ml,实验室返还,SCL-200415-MYM-J4-001,,返还,8,只,常规,,,J-03,4,,,只,,8,只,,
白色广口瓶,J4,玻璃仪器,,,1000ml,实验室返还,SCL-200415-MYM-J4-002,,返还,1,只,常规,,,J-03,4,,,只,,1,只,,
棕色广口瓶,J4,玻璃仪器,,,500ml,实验室返还,SCL-200415-MYM-J4-003,,返还,10,只,常规,,,J-03,4,,,只,,10,只,,
白色广口瓶,J4,玻璃仪器,,,500ml,实验室返还,SCL-200415-MYM-J4-004,,返还,2,只,常规,,,J-03,4,,,只,,2,只,,
棕色广口瓶,J4,玻璃仪器,,,250ml,实验室返还,SCL-200415-MYM-J4-005,,返还,12,只,常规,,,J-03,4,MYM-210104-SCL-J4-003,3,只,,9,只,,
白色广口瓶,J4,玻璃仪器,,,250ml,实验室返还,SCL-200415-MYM-J4-006,,返还,15,只,常规,,,J-03,4,,,只,,15,只,,
白色广口瓶,J4,玻璃仪器,,,125ml,实验室返还,SCL-200415-MYM-J4-007,,返还,8,只,常规,,,J-03,4,,,只,,8,只,,
棕色小口瓶,J4,玻璃仪器,,,60ml,实验室返还,SCL-200415-MYM-J4-008,,返还,11,只,常规,,,J-03,4,,,只,,11,只,,
棕色小口瓶,J4,玻璃仪器,,,125ml,实验室返还,SCL-200415-MYM-J4-009,,返还,8,只,常规,,,J-03,4,,,只,,8,只,,
棕色小口瓶,J4,玻璃仪器,,,250ml,实验室返还,SCL-200415-MYM-J4-010,,返还,13,只,常规,,,J-03,4,,,只,,13,只,,
棕色小口瓶,J4,玻璃仪器,,,500ml,实验室返还,SCL-200415-MYM-J4-011,,返还,1,只,常规,,,J-03,4,,,只,,1,只,,
白色小口瓶,J4,玻璃仪器,,,500ml,实验室返还,SCL-200415-MYM-J4-012,,返还,6,只,常规,,,J-03,4,,,只,,6,只,,
棕色冲击式吸收管,J4,玻璃仪器,天博,,75mL,,LYG-200628-MYM-J4-001,,购置,20,只,常规,,,,,MYMN-200628-SCL-J4-001,20,只,,,只,,
铝灯,J4,玻璃仪器,,,,,LYG-200628-MYM-J4-002,,购置,1,只,常规,,,,,MYMN-200628-SCL-J4-002,1,只,,,只,,
小导管（发酵管）,J4,玻璃仪器,,,6*30㎜，50只/包,,XMY-200702-MYM-J4-004,,购置,5,包,常规,,,J-02,3,MYM-200729-CYX-J4-001,2,包,,3,包,,
卷边圆口圆底玻璃试管,J4,玻璃仪器,海门市超博实验器材厂,,40*190㎜/150ml,,XMY-2000729-MYM-J4-001,,购置,6,只,常规,,,,,MYM-200730-SCL-J4-001,6,只,,,只,,
配套试管架,J4,玻璃仪器,海门市超博实验器材厂,,,,XMY-2000729-MYM-J4-002,,购置,1,只,常规,,,,,MYM-200730-SCL-J4-002,1,只,,,只,,
配套硅胶塞,J4,玻璃仪器,海门市超博实验器材厂,,,,XMY-2000729-MYM-J4-003,,购置,6,只,常规,,,,,MYM-200730-SCL-J4-003,6,只,,,只,,
棕色具塞比色管,J4,玻璃仪器,,,25ml,,XMY-200801-MYM-J4-002,,购置,23,只,常规,,,,,MYM-200801-CYX-J4-002,23,只,,,只,,
锑灯,J4,玻璃仪器,,,波长231.2,,XMY-200901-MYM-J4-003,,购置,1,只,常规,,,,,MYM-200901-CYX-J4-003,1,只,,,只,,
球形抽气管,J4,玻璃仪器,,,,,YFG-201130-MYM-J4-001,,购置,1,只,常规,,,,,MYM-201201-SCL-J4-001,1,只,,,只,,
玻璃漏斗,J4,玻璃仪器,,,φ60㎜,,YFG-201221-MYM-J4-001,,购置,49,只,常规,,,J-06,4,MYM-201221-SCL-J4-003；MYM-220110-WJS-J4-001,22,只,,27,只,,
紫外钨灯灯泡,J4,玻璃仪器,,,,,YFG-210127-MYM-J4-001,,购置,1,只,常规,,,J-07,2,MYM-210127-SCL-J4-001,1,只,,,只,,
紫外钨灯灯泡,J4,玻璃仪器,,,,,YFG-210204-MYM-J4-001,,购置,1,只,常规,,,J-07,2,MYM-210517-QJW-J4-002,1,只,,,只,,
玻璃梨形分液漏斗,J4,玻璃仪器,,,250ml,,YFG-210625-MYM-J4-001,,购置,13,只,常规,,,,,MYM-210702-QJW-J4-002,13,只,,,只,,
棕色玻璃瓶,J4,玻璃仪器,,,40毫升,,YFG-210915-MYM-J4-001,,购置,50,个,常规,,,,,MYM-210915-ZX-J4-001,50,个,,,个,,
棕色样品瓶,J4,玻璃仪器,,,40ml,,QDJ-220111-MYM-J4-001,,返还,50,个,常规,,,J-02,3,,,个,,50,个,,
坩埚式过滤器,J4,玻璃仪器,南通诚记化工,,30ml,,,,其它,9,个,常规,,,J-02,3,,,个,,9,个,,
气泡刻度吸收管,J4,玻璃仪器,,,10ml,,MYM-220613-MYM-J4-001；WYH-251119-WYH-J4-005,,返还,19,支,常规,,,J-02,4,,,支,,19,支,,原有18支，20251119返还入库1支
砂芯坩埚,J4,玻璃仪器,上海玻璃厂,,30ml,,MYM-220613-MYM-J4-002,,返还,7,只,常规,,,J-02,3,,,只,,7,只,,
钢化煲,J4,玻璃仪器,波匠,,2.5L,,CJF231025-CJF-J4-001,,返还,1,个,常规,,,J-02,3,,,个,,1,个,,
玻璃砂芯过滤装置,J4,玻璃仪器,高德玻璃仪器耗材,,1000ml,,CJM-240719-CYQ-J4-001,,购置,1,套,常规,,,,,CYQ-240719-LMI-J4-001,1,套,,,套,,
紫外灯管,J4,玻璃仪器,尚吉光,,120cm,,YHQ-240801-CYQ-J4-001,,购置,2,支,常规,,,,,CYQ-240801-LMI-J4-001,2,支,,,支,,
玻璃比色皿,J4,玻璃仪器,书弗,,30cm两通光（四只装）,,YHQ-240805-CYQ-J4-001,,购置,1,套,常规,,,,,CYQ-240805-LMI-J4-002,1,套,,,套,,
石英比色皿,J4,玻璃仪器,SGKG（扬州益捷实验仪器有限公司）,,10mm，751/722，2只/盒,,KDY-250702-PXQ-J4-001；KDY-250707-PXQ-J4-001,,购置,2,个,常规,,,J-02,3,PXQ-250703-SYY-J4-001,1,个,,1,个,,
具塞衍生瓶,J4,玻璃仪器,淘宝中玻实验玻璃仪器厂,,16ml,,KDY-250704-PXQ-J4-001；KDY-250708-PKF-J4-001,,购置,10,个,常规,盒子,,J-03,1,,,个,,10,个,,
具塞萃取瓶,J4,玻璃仪器,淘宝中玻实验玻璃仪器厂,,50ml,,KDY-250708-PXQ-J4-002；KDY-250712-PXQ-J4-001,,购置,10,个,常规,盒子,,J-03,1,,,个,,10,个,,
微量滴定管,J4,玻璃仪器,江堰市夏南生化器械城,,5ml,,KDY-250714-SYY-J4-001,,购置,1,个,常规,盒子,,J-04,1,SYY-250910-YZH-J4-001,1,个,,,个,,给YZH出库放于212
全玻璃注射器（有轴无套）,J4,玻璃仪器,,,,,WYH-251119-WYH-J4-004,,返还,2,个,常规,,,J-03,3,,,个,,2,个,,
球形冷凝管,J4,玻璃仪器,,,200mm,,WYH-251119-WYH-J6-014,,返还,4,个,常规,,,J-02,5,,,个,,4,个,,黑色架子上
平底烧瓶,J4,玻璃仪器,,,250mL，24/29,,WYH-251119-WYH-J6-015,,返还,3,个,常规,,,J-02,5,,,个,,3,个,,黑色架子上
调温电热器,J6,专用物耗,南通诚记化工,,1kw,,,,购置,1,只,常规,,,J-06,0,,,只,,1,只,,
不锈钢篮子,J6,专用物耗,,,,,,,购置,1,只,常规,,,J-06,0,,,只,,1,只,,
搪瓷盖,J6,专用物耗,南通诚记化工,,20*30cm/11.5寸,,,,购置,3,个,常规,2大1小,,J-06,0,,,个,,3,个,,
移液枪头,J6,专用物耗,,,200ul,,,,购置,4,袋,常规,,,J-01,2,MYM-201019-KAP-J6-002；MYM-220124-MYM-J6-002,4,袋,,,袋,,
移液枪头,J6,专用物耗,,,1ml,,,,购置,3,袋,常规,,,J-01,2,MYM-200122-SHY-JC06-001;MYM-200428-SHY-J6-003；MYM-200708-CYX-J6-001,3,袋,,,袋,,
移液枪头,J6,专用物耗,广州诺玖顺,,5mL,,,,购置,208,支,常规,,,J-01,2,MYM-200522-SHY-J6-004；MYM-210901-RL-J6-006;MYM-210927-LJ-J6-002；ZHD-231129-WWY-J6-002,208,支,,,支,,
移液枪头,J6,专用物耗,,,10ml，50个/包,,,,购置,103,支,常规,,,J-01,2,MYM-210901-RL-J6-005,20,支,,83,支,,
移液枪头架/盒,J6,专用物耗,,,96孔,,,,购置,1,支,常规,,,J-01,2,,,支,,1,支,,
活性炭采样管,J6,专用物耗,,,6*120,,,,购置,2,盒,常规,,,J-01,2,MYM-200401-XP-J6-003；MYM-201012-YQL-J6-001；MYM-201203-YF-J6-002；MYM-210319-YF-J6-004；MYM-210823-ZHL-J6-002,2,盒,,,盒,,
VOCS采样管（不锈钢）,J6,专用物耗,盐城超宇,,6*120,,,,购置,5,只,常规,,,J-01,2,MYM-201203-SCL-J6-006,5,只,,,只,,
GH-1型硅胶采样管,J6,专用物耗,盐城超宇,,6*100,,,,购置,2,只,常规,,,J-01,2,,,只,,2,只,,
GH-1型活性炭采样管,J6,专用物耗,盐城超宇,,6*120,,,,购置,5,只,常规,,,J-01,2,,,只,,5,只,,
CO2硅胶采样管BMILP,J6,专用物耗,盐城超宇,,,,,,购置,7,只,常规,,,J-01,2,,,只,,7,只,,
活性炭采样管BMILP,J6,专用物耗,盐城超宇,,,,,,购置,19,只,常规,,,J-01,2,CJF-231024-QYT-J6-001,3,只,,16,只,,
活性炭采样管BMILP,J6,专用物耗,盐城超宇,,,,WWY-231229-ZHD-J6-001,,购置,3,只,常规,,,J-01,2,,,只,,3,只,,
不锈钢采样管(TENEX),J6,专用物耗,,,,,,,购置,3,只,常规,,,J-01,2,MYM-200608-SCL-J6-004,3,只,,,只,,
橡胶小帽（采样管）,J6,专用物耗,,,,,,,购置,1,袋,常规,,,J-01,2,,,袋,,1,袋,已开封229个,
搅拌子,J6,专用物耗,,,7*15mm/5*10mm,,,,购置,6,个,常规,大2小4,,J-01,2,MYM-210407-QJW-J6-002；MYM-211018-LJ-J6-001,6,个,,,个,,
试管橡胶塞,J6,专用物耗,,,,,,,购置,180,个,常规,,,J-01,2,MYM-200911-SCL-J6-002,26,个,,154,个,,
密封锥形塞子,J6,专用物耗,,,,,,,购置,42,个,常规,,,J-01,2,,,个,,42,个,,
水系过滤头,J6,专用物耗,津腾,,0.45um*25mm,,,,购置,50,个,常规,聚醚砜,,J-01,2,MYM-200508-SCL-J6-003;MYM-200911-SCL-J6-003；MYM-201211-SCL-J6-001,50,个,,,个,,
硅藻土提取柱,J6,专用物耗,南通诚记化工,,20ml,,,,购置,2,个,常规,,,J-01,3,,,个,,2,个,,
偶氮检测专用柱,J6,专用物耗,浏阳市华研,,60ml,,,,购置,36,个,常规,,,J-01,3,,,个,,36,个,,
坩埚,J6,专用物耗,南通诚记化工,,30ml,,,,购置,5,个,常规,,,J-01,3,,,个,,5,个,,
坩埚,J6,专用物耗,南通诚记化工,,50ml,,,,购置,5,个,常规,,,J-01,3,,,个,,5,个,,
古氏过滤坩埚,J6,专用物耗,上海睿齐,,30ml,,,,购置,3,只,常规,,,J-01,3,,,只,,3,只,,
四氟烧杯（PTFE),J6,专用物耗,南通诚记化工,,50ml,,,,购置,1,个,常规,,,J-01,3,,,个,,1,个,,
四氟烧杯（PTFE),J6,专用物耗,南通诚记化工,,250ml,,,,购置,5,个,常规,,,J-01,3,,,个,,5,个,,
研磨钵,J6,专用物耗,南通诚记化工,,130mm,,,,购置,2,套,常规,,,J-01,3,,,套,,2,套,,
称量纸,J6,专用物耗,南通诚记化工,,100*100MM，90*90MM，75*75MM，500张/包,,,,购置,10,包,常规,大6中2小2,,J-01,4,MYM-200811-CYX-J6-001；MYM-210426-QJW-J6-002；MYM-211229-WJS-J6-002；MYM-230719-CJF-J6-002;SYY-250918-YZH-001；SYY-251010-SYY-001,6,包,,4,包,,
玻璃纤维滤膜（测尘滤膜）-职业卫生,J6,专用物耗,盐城超宇,,"φ40mm,100张/盒",,,,购置,11,盒,常规,蓝盖10黄盖1,,J-01,4,,,盒,,11,盒,2024.11.16盘点为10盒,
职业卫生滤膜,J6,专用物耗,,,20mm(白瓶和蓝瓶）,,,,购置,2,盒,常规,绿色与白色,,J-01,4,,,盒,,2,盒,,
乙酸硝酸纤维微孔滤膜-采环境金属,J6,专用物耗,上海兴亚,,92*0.8μm 50片/盒,,,,购置,5,盒,常规,,,J-01,4,,,盒,,5,盒,,
混合纤维微孔滤膜,J6,专用物耗,,,90*0.8μm 50片/盒,,,,购置,1,盒,常规,已用四片,,J-01,4,,,盒,,1,盒,,
混合膜-测ss,J6,专用物耗,,,0.45*50 100片/盒,,,,购置,2,盒,常规,,,J-01,4,MYM-200905-SCL-J6-001；MYM-220112-MYM-J6-010,2,盒,,,盒,,
水系微孔滤膜,J6,专用物耗,桃园,,60*0.45ul/盒,,,,购置,1,盒,常规,,,J-01,4,,,盒,,1,盒,,
玻璃纤维测尘滤膜,J6,专用物耗,,,90um  50片/盒,,,,购置,1,盒,常规,,,J-01,4,MYM-200623-WYP-J6-001,1,盒,,,盒,,
微孔滤膜,J6,专用物耗,上海钰标,,40mm*0.8um 50片/盒,,,,购置,6,盒,常规,,,J-01,4,,,盒,,6,盒,,
醋酸纤维滤膜,J6,专用物耗,,,0.22um*47mm 100张/盒,,,,购置,1,盒,常规,,,J-01,4,,,盒,,1,盒,,
醋酸纤维滤膜,J6,专用物耗,,,0.45um*47mm 100张/盒,,,,购置,1,盒,常规,,,J-01,4,,,盒,,1,盒,,
黄盖无标记滤膜,J6,专用物耗,,,,,,,购置,1,盒,常规,,,J-01,4,,,盒,,1,盒,,
测尘滤膜-丙纶纤维滤膜,J6,专用物耗,,,"φ40mm,100片/盒",,,,购置,1,盒,常规,,,J-01,4,MYM-201109-XMY-J6-001,1,盒,,,盒,,
PH广范试纸,J6,专用物耗,南通诚记化工,,1-14 20本/盒,,,,购置,48,本,常规,,,J-01,4,MYM-200901-CYX-J6-001；MYM-211009-LJ-J6-001,15,本,,33,本,,
PH精密试纸,J6,专用物耗,南通诚记化工,,试纸0.5-5.0、3.8-5.4,,,,购置,9,个,常规,7+2,,J-01,4,,,个,,9,个,,
碘化钾淀粉试纸,J6,专用物耗,上海三爱思/温州华侨,,100张/盒,,,,购置,2,盒,常规,5本/盒,,J-01,4,,,盒,,2,盒,,
蓝石蕊试纸,J6,专用物耗,南通诚记化工/上海睿齐,,100张/盒,,,,购置,11,盒,常规,5本/盒,,J-01,4,,,盒,,11,盒,,
红石蕊试纸,J6,专用物耗,南通诚记化工/上海睿齐,,100张/盒,,,,购置,11,盒,常规,5本/盒,,J-01,4,,,盒,,11,盒,,
定量滤纸,J6,专用物耗,,,12.5  100张/盒,,,,购置,5,盒,常规,,,J-01,4,MYM-200708-CYX-J6-003；MYM-201116-SCL-J6-002;CJF-230814-QYT-J6-001,3,盒,,2,盒,,
定量滤纸,J6,专用物耗,,,12.5  100张/盒,,WWY-231229-ZHD-J6-002,,购置,1,盒,常规,,,J-01,4,,,盒,,1,盒,,
擦镜纸,J6,专用物耗,,,10*15/10*7.7/10*7.5,,,,购置,9,本,常规,大9小7,,J-01,4,,,本,,9,本,,
擦镜纸,J6,专用物耗,,,10*15/10*7.7/10*7.5,,WWY-231229-ZHD-J6-003,,购置,7,本,常规,大9小7,,J-01,4,,,本,,7,本,,
POS机打印纸,J6,专用物耗,,,57mm*30mm，2个/卷,,,,购置,2,卷,常规,热敏纸,,J-01,4,MYM-200424-CYX-J6-001,2,卷,,,卷,,
PE样品袋,J6,专用物耗,,,小（7*10）,,,,购置,300,个,常规,"自封袋,纸箱",,J-01,5,MYM-200328-SCL-J6-002,100,个,,200,个,,
密封袋,J6,专用物耗,,,12*18,,,,购置,180,个,常规,纸箱,,J-01,5,MYM-200711-SXH-J6-001；MYM-200722-PDJ-J6-001,180,个,,,个,,
密封袋,J6,专用物耗,,,10*15,,,,购置,800,个,常规,纸箱,,J-01,5,MYM-201207-YF-J6-003；MYM-210319-MYM-J6-005;MYM-210524-YF-J6-001,700,个,,100,个,,
密封袋,J6,专用物耗,,,9*13,,QHJ-231019-CJF-J6-001,,购置,200,个,常规,纸箱,,J-01,5,MYM-210319-YF-J6-003；MYM-210412-QJW-J6-005；MYM-210701-QJW-J6-002；MYM-210803-QJW-J6-002,0,个,,200,个,,
双面板,J6,专用物耗,,,60孔,,,,购置,10,个,常规,"绿色,纸箱",,J-01,5,,,个,,10,个,,
小黄盒,J6,专用物耗,,,,,,,购置,10,只,常规,"嫩黄色,纸箱",,J-01,5,,,只,,10,只,,
双面板含盖子,J6,专用物耗,,,96孔,,,,购置,10,套,常规,"橘黄,纸箱",,J-01,5,,,套,,10,套,,
沥水架,J6,专用物耗,,,,,,,购置,25,只,常规,"白色,纸箱",,J-01,5,,,只,,25,只,,
进样板,J6,专用物耗,,,孔径12mm,,,,购置,4,个,常规,"蓝色,纸箱",,J-01,5,,,个,,4,个,,
三脚架,J6,专用物耗,,,,,,,购置,9,个,常规,,,J-02,2,,,个,,9,个,,
布氏漏斗,J6,专用物耗,南通诚记化工,,120mm,,,,购置,4,个,常规,,,J-01,3,,,个,,4,个,,
布氏漏斗,J6,专用物耗,南通诚记化工,,80mm,,,,购置,3,个,常规,,,J-01,3,,,个,,3,个,,
玻璃珠,J6,专用物耗,南通诚记化工,,2-3mm,,,,购置,1,袋,常规,,,J-02,3,MYM-211109-LJ-J6-001,1,袋,,,袋,,
圆底坩埚,J6,专用物耗,南通诚记化工,,,,,,购置,2,个,常规,,,J-01,3,,,个,,2,个,,
洗耳球,J6,专用物耗,,,大、中、小,,,,购置,9,个,常规,大2中5小2,,J-01,3,MYM-210128-SCL-J6-002;MYM-210128-SCL-J6-003；MYM-211110-LJ-J6-001；HYI-241105-HYI-J6-001,5,个,,4,个,,
培养皿消毒桶,J6,专用物耗,兴瑞,,90mm,,,,购置,1,个,常规,,,J-03,2,MYM-230313-CJF-J6-002,1,个,,,个,,
不锈钢试管架,J6,专用物耗,兴瑞,,19mm*40孔,,,,购置,1,个,常规,,,J-03,2,MYM-200927-KAO-J6-005,1,个,,,个,,
洁尔灭,J6,专用物耗,,,500ml,,,,购置,6,瓶,常规,,,J-03,4,MYM-210913-RL-J6-003；MYM-220218-MYM-J6-001,6,瓶,,,瓶,,
84消毒液,J6,专用物耗,,,5L,,,,购置,3,瓶,常规,,,J-03、D-01,5、南墙角,,,瓶,,3,瓶,,
硅油,J6,专用物耗,南通诚记化工,,1kg,,,,购置,3,瓶,常规,,,J-03,5,MYM-230203-CJF-J6-001,1,瓶,,2,瓶,,
硅砂（石英砂）,J6,专用物耗,,,40-80目,,,,购置,2.5,kg,常规,,,J-03,5,,,kg,,2.5,kg,,
2ml样品瓶隔垫,J6,专用物耗,,,80011,,,,购置,2,包,常规,红色,,J-07,2,MYM-230407-CJF-J6-001,1,包,,1,包,,
顶空进样瓶垫片,J6,专用物耗,,,18001,,,,购置,1,包,常规,蓝色17.5*1.5,,J-07,2,MYM-200911-SCL-J6-004,1,包,,,包,,
2ml进样小瓶瓶盖,J6,专用物耗,,,,,,,购置,2,包,常规,,,J-07,2,MYM-200911-SCL-J6-005；MYM-210428-QJW-J6-004,2,包,,,包,,
水晶贴纸,J6,专用物耗,,,,,,,购置,1,袋,常规,,,J-07,2,,,袋,,1,袋,,
警示标贴,J6,专用物耗,,,,,,,购置,68,张,常规,,,J-07,2,MYM-200526-SHY-J6-001,10,张,,58,张,,
三角警示标贴,J6,专用物耗,,,,,,,购置,4,个,常规,,,J-07,2,ZHD-231229-WWY-J6-001,4,个,,,个,,
减压器,J6,专用物耗,,,,,,,购置,2,个,常规,JC-QT-1501-015/016,,J-07,2,,2,个,,,个,,
增氧附件（止流阀/气泡石/皮管  ）,J6,专用物耗,,,,,,,购置,1,套,常规,,,J-07,2,MYM-201116-SCL-J6-001,1,套,,,套,,
双联球,J6,专用物耗,,,,,,,购置,1,个,常规,,,J-07,2,,,个,,1,个,,
刷子,J6,专用物耗,,,4寸,,,,购置,1,个,常规,,,J-07,2,,,个,,1,个,,
天平刷,J6,专用物耗,,,,,,,购置,4,个,常规,,,J-07,2,,,个,,4,个,,
压敏胶带,J6,专用物耗,,,2.5*500/0.9*300,,,,购置,19,卷,常规,分别为8和11,,J-07,2,,,卷,,19,卷,,
延时管,J6,专用物耗,,,T3.15A250V,,,,购置,96,个,常规,,,J-07,2,,,个,,96,个,,
鞋套,J6,专用物耗,,,,,,,购置,4,个,常规,,,J-07,2,,,个,,4,个,,
原子荧光泵管,J6,专用物耗,,,1.14*180,,,,购置,5,个,常规,分别为2和3,,J-07,2,MYM-200414-SHY-J6-001；MYM-201109-SCL-J6-003；MYM-210316-SCL-J6-002；MYM-211122-YF-J6-002,4,个,,1,个,,
尼龙绳,J6,专用物耗,,,5米/根,,,,购置,1,个,常规,,,J-07,2,,,个,,1,个,,
绒里手套,J6,专用物耗,,,双发,,,,购置,5,副,常规,,,J-07,5,,,副,,5,副,,
纱布手套,J6,专用物耗,,,,,,,购置,3,副,常规,,,J-07,5,MYM-210809-QJW-J6-001,3,副,,,副,,
医用棉签,J6,专用物耗,,,10cm,,,,购置,27,袋,常规,,,J-07,5,MYM-201223-YF-J6-001；MYM-220907-MYM-J6-002；ZHD-240313-WWY-J6-001,3,袋,,24,袋,,
经济型活性炭口罩,J6,专用物耗,,,50只/袋,,,,购置,2,盒,常规,,,J-07,5,MYM-200601-CYX-J6-003；MYM-200811-CYX-J6-003；,2,盒,,,盒,,
一次性无纺布口罩,J6,专用物耗,,,50只/盒,,,,购置,5.38,盒,常规,,,J-07,5,MYM-200324-SHY-J6-001;MYM-200508-SCL-J6-001；MYM-200811-CYX-J6-002；MYM-210207-SCL-J6-001；MYM-230331-CJF-J6-001；ZHD-231121-WWY-J6-001,5.38,盒,,,盒,,
耐酸碱乳胶手套,J6,专用物耗,,,大号,,,,购置,3,付,常规,,,J-07,5,MYM-210506-QJW-J6-009,3,付,,,付,,
有线防静电手环,J6,专用物耗,,,3m，黄色,,,,购置,16,个,常规,纸盒,,J-07,5,,,个,,16,个,,
分样筛,J6,专用物耗,南通诚记化工,,"20目 20cm,孔径0.9mm",,WYH-251124-WYH-J6-004,,购置,2,个,常规,,,J-08,2,,,个,,2,个,,2025.11.24日返还入库了一个20目筛子
分样筛,J6,专用物耗,南通诚记化工,,40目  20cm，孔径0.45mm,,,,购置,3,个,常规,,,J-08,2,,,个,,3,个,,
分样筛,J6,专用物耗,南通诚记化工,,60目  20cm，孔径0.3mm,,,,购置,1,个,常规,,,J-08,2,,,个,,1,个,,
分样筛,J6,专用物耗,南通诚记化工,,120目  21cm，孔径0.125mm,,,,购置,1,个,常规,,,J-08,2,,,个,,1,个,,
分样筛,J6,专用物耗,南通诚记化工,,100目 ，0.9mm，孔径0.15mm,,,,购置,1,个,常规,,,J-08,2,WYH-251124-WYH-J6-003,1,个,,,个,,2025.11.19日盘点无100目筛，因而出库100目筛进行核销
分样筛,J6,专用物耗,南通诚记化工,,400目（塑料）,,,,购置,1,个,常规,,,J-08,2,,,个,,1,个,,
聚乙烯塑料瓶,J6,专用物耗,,,500ml,,,,返还,11,个,常规,旧的,,J-08,2,,,个,,11,个,,
画粉笔,J6,专用物耗,,,裁衣彩画粉,,,,购置,1,盒,常规,,,J-07,4,MYM-230524-CJF-J6-003,1,盒,,,盒,,
秒表,J6,专用物耗,,,无福牌,,,,购置,1,只,常规,,,J-07,4,,,只,,1,只,,
氧化铝纱布120目/600目,J6,专用物耗,,,120目/600目,,,,购置,140,个,常规,分别为45和95,,J-07,4,,,个,,140,个,,
线剪,J6,专用物耗,,,小,,,,购置,2,个,常规,,,J-07,4,,,个,,2,个,,
剪刀(中号）,J6,专用物耗,DEXIN,,13*6cm,,,,购置,4,把,常规,,,J-07,4,,,把,,4,把,,
10寸裁缝剪,J6,专用物耗,,,10寸,,,,购置,1,个,常规,,,J-07,4,,,个,,1,个,,
软卷尺,J6,专用物耗,得力,,1.5m,,,,购置,1,个,常规,,,J-07,4,,,个,,1,个,,
